"Belegnummer","Datum","Betrag","MwSt. Schlüssel","Soll","Haben","Nutzerdetails","Systemdetails"
"65","2018-06-19","+72,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 72,00] <-- 4300 Erlöse 7% USt. [EUR 67,29], 3801 [EUR 4,71]"
"66","2018-06-19","-13,00","0","26401","1600","mytaxi-Kartenzahlungen (Debitor)","26401 Bargeldlose Zahlungen myTaxi [EUR 13,00] <-- 1600 Kasse [EUR 13,00]"
"67","2018-06-19","+2,00","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 2,00] <-- 4300 Erlöse 7% USt. [EUR 1,87], 3801 [EUR 0,13]"
"0","2018-06-20","+3,89","0","1800","26401","myTaxi-Kartenzahlungen (Auszahlung)","1800 Bank [EUR 3,89] <-- 26401 Bargeldlose Zahlungen myTaxi [EUR 3,89]"
"68","2018-06-20","+73,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 73,00] <-- 4300 Erlöse 7% USt. [EUR 68,22], 3801 [EUR 4,78]"
"69","2018-06-20","-50,00","0","2100","1600","Eigenbeleg über Privatentnahme","2100 Privatentnahmen allgemein [EUR 50,00] <-- 1600 Kasse [EUR 50,00]"
"70","2018-06-20","+1,00","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 1,00] <-- 4300 Erlöse 7% USt. [EUR 0,93], 3801 [EUR 0,07]"
"71","2018-06-21","+60,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 60,00] <-- 4300 Erlöse 7% USt. [EUR 56,07], 3801 [EUR 3,93]"
"72","2018-06-21","-190,00","0","2100","1600","Eigenbeleg über Privatentnahme","2100 Privatentnahmen allgemein [EUR 190,00] <-- 1600 Kasse [EUR 190,00]"
"73","2018-06-21","+2,00","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 2,00] <-- 4300 Erlöse 7% USt. [EUR 1,87], 3801 [EUR 0,13]"
"0","2018-06-22","+100,00","0","1800","1460","Einzahlungsbeleg","1800 Bank [EUR 100,00] <-- 1460 Geldtransit [EUR 100,00]"
"74","2018-06-22","-100,00","0","1460","1600","Einzahlungsbeleg","1460 Geldtransit [EUR 100,00] <-- 1600 Kasse [EUR 100,00]"
"75","2018-06-22","+76,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 76,00] <-- 4300 Erlöse 7% USt. [EUR 71,03], 3801 [EUR 4,97]"
"76","2018-06-22","+1,00","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 1,00] <-- 4300 Erlöse 7% USt. [EUR 0,93], 3801 [EUR 0,07]"
"0","2018-06-23","+210,00","0","1800","1460","Einzahlungsbeleg","1800 Bank [EUR 210,00] <-- 1460 Geldtransit [EUR 210,00]"
"77","2018-06-23","-210,00","0","1460","1600","Einzahlungsbeleg","1460 Geldtransit [EUR 210,00] <-- 1600 Kasse [EUR 210,00]"
"78","2018-06-23","+228,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 228,00] <-- 4300 Erlöse 7% USt. [EUR 213,08], 3801 [EUR 14,92]"
"79","2018-06-23","-50,00","0","2100","1600","Eigenbeleg über Privatentnahme","2100 Privatentnahmen allgemein [EUR 50,00] <-- 1600 Kasse [EUR 50,00]"
"80","2018-06-23","+9,00","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 9,00] <-- 4300 Erlöse 7% USt. [EUR 8,41], 3801 [EUR 0,59]"
"0","2018-06-24","+110,00","0","1800","1460","Einzahlungsbeleg","1800 Bank [EUR 110,00] <-- 1460 Geldtransit [EUR 110,00]"
"81","2018-06-24","-110,00","0","1460","1600","Einzahlungsbeleg","1460 Geldtransit [EUR 110,00] <-- 1600 Kasse [EUR 110,00]"
"82","2018-06-24","+112,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 112,00] <-- 4300 Erlöse 7% USt. [EUR 104,67], 3801 [EUR 7,33]"
"83","2018-06-24","+2,00","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 2,00] <-- 4300 Erlöse 7% USt. [EUR 1,87], 3801 [EUR 0,13]"
"84","2018-06-24","-112,00","9","5906","1600","Werkstattreparatur B-E4305, Taxi","5906 Fremdleistungen 19% Vorsteuer [EUR 94,12], 1406 [EUR 17,88] <-- 1600 Kasse [EUR 112,00]"
"0","2018-06-25","+190,00","0","1800","1460","Einzahlungsbeleg","1800 Bank [EUR 190,00] <-- 1460 Geldtransit [EUR 190,00]"
"0","2018-06-25","+19,45","0","1800","26400","Sumup-Kartenzahlungen (Auszahlung)","1800 Bank [EUR 19,45] <-- 26400 Bargeldlose Zahlungen SumUp [EUR 19,45]"
"85","2018-06-25","-190,00","0","1460","1600","Einzahlungsbeleg","1460 Geldtransit [EUR 190,00] <-- 1600 Kasse [EUR 190,00]"
"86","2018-06-25","+108,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 108,00] <-- 4300 Erlöse 7% USt. [EUR 100,93], 3801 [EUR 7,07]"
"87","2018-06-25","+3,00","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 3,00] <-- 4300 Erlöse 7% USt. [EUR 2,80], 3801 [EUR 0,20]"
"0","2018-06-26","-15,91","9","7810","26401","mytaxi-Kartenzahlungen (Gebühr)","7810 Auftragsvermittlung myTaxi [EUR 13,37], 1406 [EUR 2,54] <-- 26401 Bargeldlose Zahlungen myTaxi [EUR 15,91]"
"0","2018-06-26","+13,81","0","1800","26400","Sumup-Kartenzahlungen (Auszahlung)","1800 Bank [EUR 13,81] <-- 26400 Bargeldlose Zahlungen SumUp [EUR 13,81]"
"88","2018-06-26","+170,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 170,00] <-- 4300 Erlöse 7% USt. [EUR 158,88], 3801 [EUR 11,12]"
"89","2018-06-26","-91,00","0","26401","1600","mytaxi-Kartenzahlungen (Debitor)","26401 Bargeldlose Zahlungen myTaxi [EUR 91,00] <-- 1600 Kasse [EUR 91,00]"
"90","2018-06-26","-50,00","0","2100","1600","Eigenbeleg über Privatentnahme","2100 Privatentnahmen allgemein [EUR 50,00] <-- 1600 Kasse [EUR 50,00]"
"91","2018-06-26","+5,00","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 5,00] <-- 4300 Erlöse 7% USt. [EUR 4,67], 3801 [EUR 0,33]"
"0","2018-06-27","-750,00","0","3190","1800","Tilgungsrate B-E4305 / Mercedes-Benz Bank AG","3190 Verbindlichkeiten gegenüber Kreditinstituten aus Teilzahlungsverträgen - Restlaufzeit 1 bis 5 Jahre [EUR 750,00] <-- 1800 Bank [EUR 750,00]"
"0","2018-06-27","+75,79","0","1800","26401","myTaxi-Kartenzahlungen (Auszahlung)","1800 Bank [EUR 75,79] <-- 26401 Bargeldlose Zahlungen myTaxi [EUR 75,79]"
"92","2018-06-27","+101,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 101,00] <-- 4300 Erlöse 7% USt. [EUR 94,39], 3801 [EUR 6,61]"
"93","2018-06-27","-20,00","0","2100","1600","Eigenbeleg über Privatentnahme","2100 Privatentnahmen allgemein [EUR 20,00] <-- 1600 Kasse [EUR 20,00]"
"94","2018-06-27","+4,00","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 4,00] <-- 4300 Erlöse 7% USt. [EUR 3,74], 3801 [EUR 0,26]"
"0","2018-06-28","6,18","0","6495","2100","Datensicherung / GitHub.com","6495 Wartungskosten für Hard- und Software [EUR 6,18] <-- 2100 Privatentnahmen allgemein [EUR 6,18]"
"0","2018-06-28","+35,20","0","1800","26400","Sumup-Kartenzahlungen (Auszahlung)","1800 Bank [EUR 35,20] <-- 26400 Bargeldlose Zahlungen SumUp [EUR 35,20]"
"0","2018-06-28","-239,48","0","2100","1800","Kreditkarte Visa / Landesbank Berlin","2100 Privatentnahmen allgemein [EUR 239,48] <-- 1800 Bank [EUR 239,48]"
"95","2018-06-28","+223,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 223,00] <-- 4300 Erlöse 7% USt. [EUR 208,41], 3801 [EUR 14,59]"
"96","2018-06-28","-200,00","0","2100","1600","Eigenbeleg über Privatentnahme","2100 Privatentnahmen allgemein [EUR 200,00] <-- 1600 Kasse [EUR 200,00]"
"97","2018-06-28","+8,00","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 8,00] <-- 4300 Erlöse 7% USt. [EUR 7,48], 3801 [EUR 0,52]"
"0","2018-06-29","-38,25","0","6810","1800","Festnetz und Internet, Lehrter Str. 8 / Telekom","6810 Telefax und Internetkosten [EUR 38,25] <-- 1800 Bank [EUR 38,25]"
"0","2018-06-29","-15,05","0","6855","1800","Kontoführungsgebühr, Quartal / Deutsche Bank","6855 Nebenkosten des Geldverkehrs [EUR 15,05] <-- 1800 Bank [EUR 15,05]"
"98","2018-06-29","+111,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 111,00] <-- 4300 Erlöse 7% USt. [EUR 103,74], 3801 [EUR 7,26]"
"99","2018-06-29","-50,00","0","2100","1600","Eigenbeleg über Privatentnahme","2100 Privatentnahmen allgemein [EUR 50,00] <-- 1600 Kasse [EUR 50,00]"
"100","2018-06-29","+3,00","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 3,00] <-- 4300 Erlöse 7% USt. [EUR 2,80], 3801 [EUR 0,20]"
"0","2018-06-30","-3,80","0","6855","26400","Sumup-Kartenzahlungen (Gebühr)","6855 Nebenkosten des Geldverkehrs [EUR 3,80] <-- 26400 Bargeldlose Zahlungen SumUp [EUR 3,80]"
"0","2018-06-30","-9,00","9","7810","26401","mytaxi-Kartenzahlungen (Gebühr)","7810 Auftragsvermittlung myTaxi [EUR 7,56], 1406 [EUR 1,44] <-- 26401 Bargeldlose Zahlungen myTaxi [EUR 9,00]"
"0","2018-06-30","-118,85","9","5400","1800","Diesel / TotalCard","5400 Wareneingang 19% Vorsteuer [EUR 96,27], 1406 [EUR 22,58] <-- 1800 Bank [EUR 118,85]"
"0","2018-06-30","33,00","9","6681","2100","Motorroller-Sharing-Transport Berlin / COUP","6681 Reisekosten Unternehmer Übernachtungsaufwand und Reisenebenkosten 19% Vorsteuer [EUR 27,73], 1406 [EUR 5,27] <-- 2100 Privatentnahmen allgemein [EUR 33,00]"
"0","2018-06-30","-3,92","9","5906","1800","Q-Park Taxisammelplatz Flughafen Tegel (TXL)","5906 Fremdleistungen 19% Vorsteuer [EUR 3,29], 1406 [EUR 0,63] <-- 1800 Bank [EUR 3,92]"
"0","2018-06-30","-13,49","9","5906","1800","Taxiwäsche / TotalCard","5906 Fremdleistungen 19% Vorsteuer [EUR 10,93], 1406 [EUR 2,56] <-- 1800 Bank [EUR 13,49]"
"101","2018-06-30","-40,00","0","2100","1600","Privatentnahme am Monatsende","2100 Privatentnahmen allgemein [EUR 40,00] <-- 1600 Kasse [EUR 40,00]"
"102","2018-06-30","-162,00","0","26400","1600","Sumup-Kartenzahlungen (Debitor)","26400 Bargeldlose Zahlungen SumUp [EUR 162,00] <-- 1600 Kasse [EUR 162,00]"
"103","2018-06-30","-89,00","0","26401","1600","mytaxi-Kartenzahlungen (Debitor)","26401 Bargeldlose Zahlungen myTaxi [EUR 89,00] <-- 1600 Kasse [EUR 89,00]"
"1","2018-07-01","+206,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 206,00] <-- 4300 Erlöse 7% USt. [EUR 192,52], 3801 [EUR 13,48]"
"2","2018-07-01","-60,00","9","5400","1600","Diesel","5400 Wareneingang 19% Vorsteuer [EUR 50,42], 1406 [EUR 9,58] <-- 1600 Kasse [EUR 60,00]"
"3","2018-07-01","+6,00","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 6,00] <-- 4300 Erlöse 7% USt. [EUR 5,61], 3801 [EUR 0,39]"
"0","2018-07-02","+38,71","0","1800","26400","Sumup-Kartenzahlungen (Auszahlung)","1800 Bank [EUR 38,71] <-- 26400 Bargeldlose Zahlungen SumUp [EUR 38,71]"
"0","2018-07-02","-17,90","0","6420","1800","Unbedenklichkeitsbescheinigung / Finanzamt","6420 Beiträge [EUR 17,90] <-- 1800 Bank [EUR 17,90]"
"4","2018-07-02","+137,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 137,00] <-- 4300 Erlöse 7% USt. [EUR 128,04], 3801 [EUR 8,96]"
"5","2018-07-02","-9,00","9","5400","1600","Ersatzteile/Taxibedarf","5400 Wareneingang 19% Vorsteuer [EUR 7,56], 1406 [EUR 1,44] <-- 1600 Kasse [EUR 9,00]"
"6","2018-07-02","-9,00","0","6800","1600","Deutsche Post / Betriebsbedarf","6800 Porto [EUR 9,00] <-- 1600 Kasse [EUR 9,00]"
"7","2018-07-02","+2,00","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 2,00] <-- 4300 Erlöse 7% USt. [EUR 1,87], 3801 [EUR 0,13]"
"0","2018-07-03","-86,37","0","6400","1800","Rechtsschutz Taxi B-E4305 / Zurich","6400 Versicherungen [EUR 86,37] <-- 1800 Bank [EUR 86,37]"
"0","2018-07-03","-15,99","9","7810","26401","mytaxi-Kartenzahlungen (Gebühr)","7810 Auftragsvermittlung myTaxi [EUR 13,44], 1406 [EUR 2,55] <-- 26401 Bargeldlose Zahlungen myTaxi [EUR 15,99]"
"0","2018-07-03","-47,00","0","2100","1800","Zurich Kfz-Versicherung B-IQ975 / Privatfahrzeug","2100 Privatentnahmen allgemein [EUR 47,00] <-- 1800 Bank [EUR 47,00]"
"0","2018-07-03","-91,57","0","6520","1800","Taxi Kfz-Versicherung B-E4305 / Zurich","6520 Kfz-Versicherungen [EUR 91,57] <-- 1800 Bank [EUR 91,57]"
"0","2018-07-03","+64,18","0","1800","26400","Sumup-Kartenzahlungen (Auszahlung)","1800 Bank [EUR 64,18] <-- 26400 Bargeldlose Zahlungen SumUp [EUR 64,18]"
"0","2018-07-03","+80,80","0","1800","26401","myTaxi-Kartenzahlungen (Auszahlung)","1800 Bank [EUR 80,80] <-- 26401 Bargeldlose Zahlungen myTaxi [EUR 80,80]"
"8","2018-07-03","+146,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 146,00] <-- 4300 Erlöse 7% USt. [EUR 136,45], 3801 [EUR 9,55]"
"9","2018-07-03","-102,00","0","26401","1600","mytaxi-Kartenzahlungen (Debitor)","26401 Bargeldlose Zahlungen myTaxi [EUR 102,00] <-- 1600 Kasse [EUR 102,00]"
"10","2018-07-03","+4,00","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 4,00] <-- 4300 Erlöse 7% USt. [EUR 3,74], 3801 [EUR 0,26]"
"0","2018-07-04","+18,28","0","1800","26400","Sumup-Kartenzahlungen (Auszahlung)","1800 Bank [EUR 18,28] <-- 26400 Bargeldlose Zahlungen SumUp [EUR 18,28]"
"0","2018-07-04","+86,81","0","1800","26401","myTaxi-Kartenzahlungen (Auszahlung)","1800 Bank [EUR 86,81] <-- 26401 Bargeldlose Zahlungen myTaxi [EUR 86,81]"
"11","2018-07-04","+125,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 125,00] <-- 4300 Erlöse 7% USt. [EUR 116,82], 3801 [EUR 8,18]"
"12","2018-07-04","+5,00","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 5,00] <-- 4300 Erlöse 7% USt. [EUR 4,67], 3801 [EUR 0,33]"
"0","2018-07-05","-25,00","0","6550","1800","DEGEWO Abstellplatz Taxi B-E4305","6550 Garagenmiete [EUR 25,00] <-- 1800 Bank [EUR 25,00]"
"0","2018-07-05","+14,59","0","1800","26400","Sumup-Kartenzahlungen (Auszahlung)","1800 Bank [EUR 14,59] <-- 26400 Bargeldlose Zahlungen SumUp [EUR 14,59]"
"13","2018-07-05","+83,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 83,00] <-- 4300 Erlöse 7% USt. [EUR 77,57], 3801 [EUR 5,43]"
"14","2018-07-05","-6,00","8","4300","1600","Fehlfahrt","4300 Erlöse 7% USt. [EUR 5,61], 3801 [EUR 0,39] <-- 1600 Kasse [EUR 6,00]"
"15","2018-07-05","+3,00","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 3,00] <-- 4300 Erlöse 7% USt. [EUR 2,80], 3801 [EUR 0,20]"
"0","2018-07-06","+50,57","0","1800","26400","Sumup-Kartenzahlungen (Auszahlung)","1800 Bank [EUR 50,57] <-- 26400 Bargeldlose Zahlungen SumUp [EUR 50,57]"
"0","2018-07-06","-153,30","0","6420","1800","Konzessionsverlängerung 4305 / LABO","6420 Beiträge [EUR 153,30] <-- 1800 Bank [EUR 153,30]"
"0","2018-07-09","+17,50","0","1800","26400","Sumup-Kartenzahlungen (Auszahlung)","1800 Bank [EUR 17,50] <-- 26400 Bargeldlose Zahlungen SumUp [EUR 17,50]"
"0","2018-07-09","-33,00","0","2100","1800","Strom Wohnung Lehrter Str. 8, 10557 Berlin","2100 Privatentnahmen allgemein [EUR 33,00] <-- 1800 Bank [EUR 33,00]"
"0","2018-07-09","-82,11","9","5906","1800","Coworkingspace / Bürobedarf","5906 Fremdleistungen 19% Vorsteuer [EUR 69,00], 1406 [EUR 13,11] <-- 1800 Bank [EUR 82,11]"
"16","2018-07-09","300,00","0","1600","1800","Auszahlung Geldautomat","1600 Kasse [EUR 300,00] <-- 1800 Bank [EUR 300,00]"
"0","2018-07-10","-7,14","9","7810","26401","mytaxi-Kartenzahlungen (Gebühr)","7810 Auftragsvermittlung myTaxi [EUR 6,00], 1406 [EUR 1,14] <-- 26401 Bargeldlose Zahlungen myTaxi [EUR 7,14]"
"0","2018-07-10","-304,88","9","5906","1800","Steuerberater / Rieseberg","5906 Fremdleistungen 19% Vorsteuer [EUR 256,20], 1406 [EUR 48,68] <-- 1800 Bank [EUR 304,88]"
"17","2018-07-10","-63,00","0","26401","1600","mytaxi-Kartenzahlungen (Debitor)","26401 Bargeldlose Zahlungen myTaxi [EUR 63,00] <-- 1600 Kasse [EUR 63,00]"
"0","2018-07-11","-3,90","9","5906","1800","Vodafone Mobilfunk","5906 Fremdleistungen 19% Vorsteuer [EUR 3,28], 1406 [EUR 0,62] <-- 1800 Bank [EUR 3,90]"
"0","2018-07-11","-48,09","9","5906","1800","Vodafone Mobilfunk","5906 Fremdleistungen 19% Vorsteuer [EUR 40,41], 1406 [EUR 7,68] <-- 1800 Bank [EUR 48,09]"
"0","2018-07-11","+56,76","0","1800","26401","myTaxi-Kartenzahlungen (Auszahlung)","1800 Bank [EUR 56,76] <-- 26401 Bargeldlose Zahlungen myTaxi [EUR 56,76]"
"0","2018-07-14","9,99","0","6495","2100","Photoshop / Adobe","6495 Wartungskosten für Hard- und Software [EUR 9,99] <-- 2100 Privatentnahmen allgemein [EUR 9,99]"
"0","2018-07-15","-64,71","9","5400","1800","Diesel / TotalCard","5400 Wareneingang 19% Vorsteuer [EUR 52,42], 1406 [EUR 12,29] <-- 1800 Bank [EUR 64,71]"
"0","2018-07-15","-4,49","9","5906","1800","Taxiwäsche / TotalCard","5906 Fremdleistungen 19% Vorsteuer [EUR 3,64], 1406 [EUR 0,85] <-- 1800 Bank [EUR 4,49]"
"18","2018-07-15","-300,00","0","2100","1600","Privatentnahme f. Urlaub","2100 Privatentnahmen allgemein [EUR 300,00] <-- 1600 Kasse [EUR 300,00]"
"0","2018-07-17","-0,96","9","7810","26401","mytaxi-Kartenzahlungen (Gebühr)","7810 Auftragsvermittlung myTaxi [EUR 0,81], 1406 [EUR 0,15] <-- 26401 Bargeldlose Zahlungen myTaxi [EUR 0,96]"
"0","2018-07-17","-700,00","0","2100","1800","Kreditkarte Visa / Landesbank Berlin","2100 Privatentnahmen allgemein [EUR 700,00] <-- 1800 Bank [EUR 700,00]"
"19","2018-07-17","+73,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 73,00] <-- 4300 Erlöse 7% USt. [EUR 68,22], 3801 [EUR 4,78]"
"20","2018-07-17","-11,00","0","26401","1600","mytaxi-Kartenzahlungen (Debitor)","26401 Bargeldlose Zahlungen myTaxi [EUR 11,00] <-- 1600 Kasse [EUR 11,00]"
"21","2018-07-17","-4,00","9","5906","1600","Taxiwäsche","5906 Fremdleistungen 19% Vorsteuer [EUR 3,36], 1406 [EUR 0,64] <-- 1600 Kasse [EUR 4,00]"
"22","2018-07-17","+2,00","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 2,00] <-- 4300 Erlöse 7% USt. [EUR 1,87], 3801 [EUR 0,13]"
"0","2018-07-18","-49,00","0","2100","1800","Fitness First Germany Gendarmenmarkt/Mitte","2100 Privatentnahmen allgemein [EUR 49,00] <-- 1800 Bank [EUR 49,00]"
"0","2018-07-18","-72,09","0","2100","1800","Privatzahlung / Bank","2100 Privatentnahmen allgemein [EUR 72,09] <-- 1800 Bank [EUR 72,09]"
"0","2018-07-18","+10,64","0","1800","26401","myTaxi-Kartenzahlungen (Auszahlung)","1800 Bank [EUR 10,64] <-- 26401 Bargeldlose Zahlungen myTaxi [EUR 10,64]"
"0","2018-07-18","-0,74","9","7810","1800","mytaxi-Kartenzahlungen (Gebühr)","7810 Auftragsvermittlung myTaxi [EUR 0,62], 1406 [EUR 0,12] <-- 1800 Bank [EUR 0,74]"
"23","2018-07-18","+69,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 69,00] <-- 4300 Erlöse 7% USt. [EUR 64,49], 3801 [EUR 4,51]"
"24","2018-07-18","+1,00","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 1,00] <-- 4300 Erlöse 7% USt. [EUR 0,93], 3801 [EUR 0,07]"
"0","2018-07-19","+590,24","9","1800","4400","Programmierung BTV Webservices / IVK","1800 Bank [EUR 590,24] <-- 4400 Erlo?se 19% USt. [EUR 496,00], 3806 [EUR 94,24]"
"25","2018-07-19","+156,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 156,00] <-- 4300 Erlöse 7% USt. [EUR 145,79], 3801 [EUR 10,21]"
"26","2018-07-19","+3,00","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 3,00] <-- 4300 Erlöse 7% USt. [EUR 2,80], 3801 [EUR 0,20]"
"0","2018-07-20","-12,51","0","6495","1800","Entwicklungseditor / JetBrains","6495 Wartungskosten für Hard- und Software [EUR 12,51] <-- 1800 Bank [EUR 12,51]"
"0","2018-07-20","-32,08","0","2100","1800","Privatzahlung / Bank","2100 Privatentnahmen allgemein [EUR 32,08] <-- 1800 Bank [EUR 32,08]"
"0","2018-07-20","+130,00","0","1800","1460","Einzahlungsbeleg","1800 Bank [EUR 130,00] <-- 1460 Geldtransit [EUR 130,00]"
"27","2018-07-20","-130,00","0","1460","1600","Einzahlungsbeleg","1460 Geldtransit [EUR 130,00] <-- 1600 Kasse [EUR 130,00]"
"28","2018-07-22","-200,00","0","2100","1600","Privatentnahme f. Urlaub","2100 Privatentnahmen allgemein [EUR 200,00] <-- 1600 Kasse [EUR 200,00]"
"29","2018-07-22","+227,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 227,00] <-- 4300 Erlöse 7% USt. [EUR 212,15], 3801 [EUR 14,85]"
"30","2018-07-22","+6,00","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 6,00] <-- 4300 Erlöse 7% USt. [EUR 5,61], 3801 [EUR 0,39]"
"0","2018-07-23","-23,94","0","2100","1800","Privatzahlung / Bank","2100 Privatentnahmen allgemein [EUR 23,94] <-- 1800 Bank [EUR 23,94]"
"0","2018-07-23","+110,00","0","1800","1460","Einzahlungsbeleg","1800 Bank [EUR 110,00] <-- 1460 Geldtransit [EUR 110,00]"
"31","2018-07-23","+59,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 59,00] <-- 4300 Erlöse 7% USt. [EUR 55,14], 3801 [EUR 3,86]"
"32","2018-07-23","-110,00","0","1460","1600","Einzahlungsbeleg","1460 Geldtransit [EUR 110,00] <-- 1600 Kasse [EUR 110,00]"
"33","2018-07-23","+2,00","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 2,00] <-- 4300 Erlöse 7% USt. [EUR 1,87], 3801 [EUR 0,13]"
"0","2018-07-24","-37,82","0","6810","1800","Festnetz und Internet, Lehrter Str. 8 / Telekom","6810 Telefax und Internetkosten [EUR 37,82] <-- 1800 Bank [EUR 37,82]"
"0","2018-07-24","-9,60","9","7810","26401","mytaxi-Kartenzahlungen (Gebühr)","7810 Auftragsvermittlung myTaxi [EUR 8,07], 1406 [EUR 1,53] <-- 26401 Bargeldlose Zahlungen myTaxi [EUR 9,60]"
"0","2018-07-24","+11,86","0","1800","26400","Sumup-Kartenzahlungen (Auszahlung)","1800 Bank [EUR 11,86] <-- 26400 Bargeldlose Zahlungen SumUp [EUR 11,86]"
"34","2018-07-24","-128,00","0","26401","1600","mytaxi-Kartenzahlungen (Debitor)","26401 Bargeldlose Zahlungen myTaxi [EUR 128,00] <-- 1600 Kasse [EUR 128,00]"
"35","2018-07-25","+109,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 109,00] <-- 4300 Erlöse 7% USt. [EUR 101,87], 3801 [EUR 7,13]"
"36","2018-07-25","+2,00","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 2,00] <-- 4300 Erlöse 7% USt. [EUR 1,87], 3801 [EUR 0,13]"
"0","2018-07-26","+100,00","0","1800","1460","Einzahlungsbeleg","1800 Bank [EUR 100,00] <-- 1460 Geldtransit [EUR 100,00]"
"0","2018-07-26","50,47","0","5923","2100","Material Kit PRO React / BTV","5923 Sonstige Leistungen eines im anderen EU-Land ansässigen Unternehmers 19 % Vorsteuer und 19 % Umsatzsteuer [EUR 50,47] <-- 2100 Privatentnahmen allgemein [EUR 50,47]"
"0","2018-07-26","+119,30","0","1800","26401","mytaxi-Kartenzahlungen (Auszahlung)","1800 Bank [EUR 119,30] <-- 26401 Bargeldlose Zahlungen myTaxi [EUR 119,30]"
"37","2018-07-26","-100,00","0","1460","1600","Einzahlungsbeleg","1460 Geldtransit [EUR 100,00] <-- 1600 Kasse [EUR 100,00]"
"0","2018-07-27","-750,00","0","3190","1800","Tilgungsrate B-E4305 / Mercedes-Benz Bank AG","3190 Verbindlichkeiten gegenüber Kreditinstituten aus Teilzahlungsverträgen - Restlaufzeit 1 bis 5 Jahre [EUR 750,00] <-- 1800 Bank [EUR 750,00]"
"0","2018-07-27","-26,00","0","6430","1800","Führungszeugnis GZR, BZR / Bezirksamt Mitte v. Berlin","6430 Sonstige Abgaben [EUR 26,00] <-- 1800 Bank [EUR 26,00]"
"38","2018-07-27","+110,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 110,00] <-- 4300 Erlöse 7% USt. [EUR 102,80], 3801 [EUR 7,20]"
"39","2018-07-27","+3,00","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 3,00] <-- 4300 Erlöse 7% USt. [EUR 2,80], 3801 [EUR 0,20]"
